function,bufferSize,PKNumber,chunkSize,genName,time
4cond_consumer,200,100,156,standard,3330957.0
4cond_producer,200,100,156,standard,4253496.0
4cond_consumer,200,100,157,standard,2206035.0
4cond_producer,200,100,157,standard,1423958.0
4cond_consumer,200,100,158,standard,4957103.0
4cond_producer,200,100,158,standard,6309109.0
4cond_consumer,200,100,159,standard,97129.0
4cond_producer,200,100,159,standard,1609533.0
4cond_consumer,200,100,160,standard,875224.0
4cond_producer,200,100,160,standard,7631930.0
4cond_consumer,200,100,161,standard,798113.0
4cond_producer,200,100,161,standard,3150380.0
4cond_consumer,200,100,162,standard,3416395.0
4cond_producer,200,100,162,standard,1.3978882E7
4cond_consumer,200,100,163,standard,3450657.0
4cond_producer,200,100,163,standard,7300267.0
4cond_consumer,200,100,164,standard,1422336.0
4cond_producer,200,100,164,standard,2073691.0
4cond_consumer,200,100,165,standard,119701.0
4cond_producer,200,100,165,standard,4998468.0
4cond_consumer,200,100,166,standard,2.2540694E7
4cond_producer,200,100,166,standard,3147015.0
4cond_consumer,200,100,167,standard,4731478.0
4cond_producer,200,100,167,standard,1751230.0
4cond_consumer,200,100,168,standard,1169367.0
4cond_producer,200,100,168,standard,7262628.0
4cond_consumer,200,100,169,standard,904101.0
4cond_producer,200,100,169,standard,531547.0
4cond_consumer,200,100,170,standard,217122.0
4cond_producer,200,100,170,standard,447836.0
4cond_consumer,200,100,171,standard,2619282.0
4cond_producer,200,100,171,standard,3502889.0
4cond_consumer,200,100,172,standard,1291553.0
4cond_producer,200,100,172,standard,62638.0
4cond_consumer,200,100,173,standard,1056750.0
4cond_producer,200,100,173,standard,1514617.0
4cond_consumer,200,100,174,standard,518037.0
4cond_producer,200,100,174,standard,5027484.0
4cond_consumer,200,100,175,standard,3771824.0
4cond_producer,200,100,175,standard,6048475.0
4cond_consumer,200,100,176,standard,117002.0
4cond_producer,200,100,176,standard,4868648.0
4cond_consumer,200,100,177,standard,3176123.0
4cond_producer,200,100,177,standard,8672885.0
4cond_consumer,200,100,178,standard,1.7289409E7
4cond_producer,200,100,178,standard,6384504.0
4cond_consumer,200,100,179,standard,6816959.0
4cond_producer,200,100,179,standard,6748663.0
4cond_consumer,200,100,180,standard,5413656.0
4cond_producer,200,100,180,standard,72832.0
4cond_consumer,200,100,181,standard,6251126.0
4cond_producer,200,100,181,standard,1.0708767E7
4cond_consumer,200,100,182,standard,66187.0
4cond_producer,200,100,182,standard,1.1472935E7
4cond_consumer,200,100,183,standard,124397.0
4cond_producer,200,100,183,standard,717550.0
4cond_consumer,200,100,184,standard,4564078.0
4cond_producer,200,100,184,standard,802326.0
4cond_consumer,200,100,185,standard,2498533.0
4cond_producer,200,100,185,standard,5995227.0
4cond_consumer,200,100,186,standard,4265112.0
4cond_producer,200,100,186,standard,1.3809203E7
4cond_consumer,200,100,187,standard,67198.0
4cond_producer,200,100,187,standard,67848.0
4cond_consumer,200,100,188,standard,1968632.0
4cond_producer,200,100,188,standard,69046.0
4cond_consumer,200,100,189,standard,724652.0
4cond_producer,200,100,189,standard,3172707.0
4cond_consumer,200,100,190,standard,1.3529574E7
4cond_producer,200,100,190,standard,4655383.0
4cond_consumer,200,100,191,standard,6900699.0
4cond_producer,200,100,191,standard,68459.0
4cond_consumer,200,100,192,standard,1.0125843E7
4cond_producer,200,100,192,standard,1537653.0
4cond_consumer,200,100,193,standard,5437347.0
4cond_producer,200,100,193,standard,1228279.0
4cond_consumer,200,100,194,standard,7500371.0
4cond_producer,200,100,194,standard,2044407.0
4cond_consumer,200,100,195,standard,68823.0
4cond_producer,200,100,195,standard,1886175.0
4cond_consumer,200,100,196,standard,2487465.0
4cond_producer,200,100,196,standard,1.0018114E7
4cond_consumer,200,100,197,standard,3248924.0
4cond_producer,200,100,197,standard,5927104.0
4cond_consumer,200,100,198,standard,1686772.0
4cond_producer,200,100,198,standard,5772980.0
4cond_consumer,200,100,199,standard,2824630.0
4cond_producer,200,100,199,standard,5547517.0
3lock_consumer,20,100,1,standard,818233.0
3lock_producer,20,100,1,standard,816814.0
3lock_consumer,20,100,2,standard,831438.0
3lock_producer,20,100,2,standard,802499.0
3lock_consumer,20,100,3,standard,811832.0
3lock_producer,20,100,3,standard,822284.0
3lock_consumer,20,100,4,standard,817927.0
3lock_producer,20,100,4,standard,821706.0
3lock_consumer,20,100,5,standard,803316.0
3lock_producer,20,100,5,standard,823606.0
3lock_consumer,20,100,6,standard,810464.0
3lock_producer,20,100,6,standard,823906.0
3lock_consumer,20,100,7,standard,826129.0
3lock_producer,20,100,7,standard,813085.0
3lock_consumer,20,100,8,standard,831942.0
3lock_producer,20,100,8,standard,827491.0
3lock_consumer,20,100,9,standard,817104.0
3lock_producer,20,100,9,standard,813820.0
3lock_consumer,20,100,10,standard,829443.0
3lock_producer,20,100,10,standard,826057.0
3lock_consumer,20,100,11,standard,832353.0
3lock_producer,20,100,11,standard,823288.0
3lock_consumer,20,100,12,standard,799165.0
3lock_producer,20,100,12,standard,824689.0
3lock_consumer,20,100,13,standard,805854.0
3lock_producer,20,100,13,standard,825669.0
3lock_consumer,20,100,14,standard,831649.0
3lock_producer,20,100,14,standard,827934.0
3lock_consumer,20,100,15,standard,824534.0
3lock_producer,20,100,15,standard,807967.0
3lock_consumer,20,100,16,standard,818173.0
3lock_producer,20,100,16,standard,823495.0
3lock_consumer,20,100,17,standard,800366.0
3lock_producer,20,100,17,standard,811335.0
3lock_consumer,20,100,18,standard,829666.0
3lock_producer,20,100,18,standard,812042.0
3lock_consumer,20,100,19,standard,827040.0
3lock_producer,20,100,19,standard,804268.0
2cond_consumer,20,100,1,standard,158192.0
2cond_producer,20,100,1,standard,156330.0
2cond_consumer,20,100,2,standard,319073.0
2cond_producer,20,100,2,standard,319998.0
2cond_consumer,20,100,3,standard,494214.0
2cond_producer,20,100,3,standard,488225.0
2cond_consumer,20,100,4,standard,654070.0
2cond_producer,20,100,4,standard,655598.0
2cond_consumer,20,100,5,standard,830919.0
2cond_producer,20,100,5,standard,854837.0
2cond_consumer,20,100,6,standard,1057066.0
2cond_producer,20,100,6,standard,1051766.0
2cond_consumer,20,100,7,standard,1266877.0
2cond_producer,20,100,7,standard,1250843.0
2cond_consumer,20,100,8,standard,1475993.0
2cond_producer,20,100,8,standard,1496519.0
2cond_consumer,20,100,9,standard,1719950.0
2cond_producer,20,100,9,standard,1722773.0
2cond_consumer,20,100,10,standard,2008053.0
2cond_producer,20,100,10,standard,2023274.0
2cond_consumer,20,100,11,standard,2378907.0
2cond_producer,20,100,11,standard,2315175.0
2cond_consumer,20,100,12,standard,2646417.0
2cond_producer,20,100,12,standard,2598381.0
2cond_consumer,20,100,13,standard,3019225.0
2cond_producer,20,100,13,standard,2988457.0
2cond_consumer,20,100,14,standard,3285666.0
2cond_producer,20,100,14,standard,3335561.0
2cond_consumer,20,100,15,standard,3688902.0
2cond_producer,20,100,15,standard,3756033.0
2cond_consumer,20,100,16,standard,4156439.0
2cond_producer,20,100,16,standard,4177091.0
2cond_consumer,20,100,17,standard,4536619.0
2cond_producer,20,100,17,standard,4544373.0
2cond_consumer,20,100,18,standard,4896373.0
2cond_producer,20,100,18,standard,4861743.0
2cond_consumer,20,100,19,standard,5154245.0
2cond_producer,20,100,19,standard,5158812.0
4cond_consumer,20,100,1,standard,4992269.0
4cond_producer,20,100,1,standard,3836628.0
4cond_consumer,20,100,2,standard,4776819.0
4cond_producer,20,100,2,standard,1436093.0
4cond_consumer,20,100,3,standard,3091287.0
4cond_producer,20,100,3,standard,3660426.0
4cond_consumer,20,100,4,standard,2803538.0
4cond_producer,20,100,4,standard,2766803.0
4cond_consumer,20,100,5,standard,2924456.0
4cond_producer,20,100,5,standard,3233437.0
4cond_consumer,20,100,6,standard,3181095.0
4cond_producer,20,100,6,standard,3926685.0
4cond_consumer,20,100,7,standard,4246325.0
4cond_producer,20,100,7,standard,2641533.0
4cond_consumer,20,100,8,standard,5130101.0
4cond_producer,20,100,8,standard,4969755.0
4cond_consumer,20,100,9,standard,3052163.0
4cond_producer,20,100,9,standard,4147240.0
4cond_consumer,20,100,10,standard,5625365.0
4cond_producer,20,100,10,standard,2500404.0
4cond_consumer,20,100,11,standard,3326734.0
4cond_producer,20,100,11,standard,3576882.0
4cond_consumer,20,100,12,standard,1949039.0
4cond_producer,20,100,12,standard,5943499.0
4cond_consumer,20,100,13,standard,3382555.0
4cond_producer,20,100,13,standard,3133330.0
4cond_consumer,20,100,14,standard,4722736.0
4cond_producer,20,100,14,standard,2299170.0
4cond_consumer,20,100,15,standard,3207455.0
4cond_producer,20,100,15,standard,2974843.0
4cond_consumer,20,100,16,standard,4227272.0
4cond_producer,20,100,16,standard,922271.0
4cond_consumer,20,100,17,standard,2823004.0
4cond_producer,20,100,17,standard,4978040.0
4cond_consumer,20,100,18,standard,1078272.0
4cond_producer,20,100,18,standard,2311201.0
4cond_consumer,20,100,19,standard,2649019.0
4cond_producer,20,100,19,standard,2377483.0
3lock_consumer,200,10,1,standard,66490.0
3lock_producer,200,10,1,standard,71223.0
3lock_consumer,200,10,2,standard,63510.0
3lock_producer,200,10,2,standard,59472.0
3lock_consumer,200,10,3,standard,63356.0
3lock_producer,200,10,3,standard,67468.0
3lock_consumer,200,10,4,standard,68663.0
3lock_producer,200,10,4,standard,64637.0
3lock_consumer,200,10,5,standard,60875.0
3lock_producer,200,10,5,standard,66719.0
3lock_consumer,200,10,6,standard,65076.0
3lock_producer,200,10,6,standard,66241.0
3lock_consumer,200,10,7,standard,66309.0
3lock_producer,200,10,7,standard,65430.0
3lock_consumer,200,10,8,standard,65994.0
3lock_producer,200,10,8,standard,62697.0
3lock_consumer,200,10,9,standard,67340.0
3lock_producer,200,10,9,standard,63786.0
3lock_consumer,200,10,10,standard,66099.0
3lock_producer,200,10,10,standard,70247.0
3lock_consumer,200,10,11,standard,66158.0
3lock_producer,200,10,11,standard,68862.0
3lock_consumer,200,10,12,standard,67693.0
3lock_producer,200,10,12,standard,70473.0
3lock_consumer,200,10,13,standard,66348.0
3lock_producer,200,10,13,standard,68385.0
3lock_consumer,200,10,14,standard,61353.0
3lock_producer,200,10,14,standard,68625.0
3lock_consumer,200,10,15,standard,69604.0
3lock_producer,200,10,15,standard,63114.0
3lock_consumer,200,10,16,standard,68330.0
3lock_producer,200,10,16,standard,67802.0
3lock_consumer,200,10,17,standard,65786.0
3lock_producer,200,10,17,standard,64967.0
3lock_consumer,200,10,18,standard,64967.0
3lock_producer,200,10,18,standard,64558.0
3lock_consumer,200,10,19,standard,63975.0
3lock_producer,200,10,19,standard,68396.0
3lock_consumer,200,10,20,standard,64645.0
3lock_producer,200,10,20,standard,64417.0
3lock_consumer,200,10,21,standard,62039.0
3lock_producer,200,10,21,standard,64118.0
3lock_consumer,200,10,22,standard,62162.0
3lock_producer,200,10,22,standard,61194.0
3lock_consumer,200,10,23,standard,67583.0
3lock_producer,200,10,23,standard,70968.0
3lock_consumer,200,10,24,standard,67737.0
3lock_producer,200,10,24,standard,59957.0
3lock_consumer,200,10,25,standard,63105.0
3lock_producer,200,10,25,standard,67006.0
3lock_consumer,200,10,26,standard,69516.0
3lock_producer,200,10,26,standard,64957.0
3lock_consumer,200,10,27,standard,67137.0
3lock_producer,200,10,27,standard,68991.0
3lock_consumer,200,10,28,standard,67317.0
3lock_producer,200,10,28,standard,71374.0
3lock_consumer,200,10,29,standard,67057.0
3lock_producer,200,10,29,standard,68077.0
3lock_consumer,200,10,30,standard,67395.0
3lock_producer,200,10,30,standard,72335.0
3lock_consumer,200,10,31,standard,68389.0
3lock_producer,200,10,31,standard,72445.0
3lock_consumer,200,10,32,standard,69614.0
3lock_producer,200,10,32,standard,64441.0
3lock_consumer,200,10,33,standard,68646.0
3lock_producer,200,10,33,standard,65150.0
3lock_consumer,200,10,34,standard,60685.0
3lock_producer,200,10,34,standard,66396.0
3lock_consumer,200,10,35,standard,64414.0
3lock_producer,200,10,35,standard,71002.0
3lock_consumer,200,10,36,standard,68003.0
3lock_producer,200,10,36,standard,66955.0
3lock_consumer,200,10,37,standard,69714.0
3lock_producer,200,10,37,standard,69133.0
3lock_consumer,200,10,38,standard,67511.0
3lock_producer,200,10,38,standard,64671.0
3lock_consumer,200,10,39,standard,68089.0
3lock_producer,200,10,39,standard,68496.0
3lock_consumer,200,10,40,standard,68769.0
3lock_producer,200,10,40,standard,68682.0
3lock_consumer,200,10,41,standard,64456.0
3lock_producer,200,10,41,standard,71713.0
3lock_consumer,200,10,42,standard,67986.0
3lock_producer,200,10,42,standard,67730.0
3lock_consumer,200,10,43,standard,70522.0
3lock_producer,200,10,43,standard,66765.0
3lock_consumer,200,10,44,standard,69492.0
3lock_producer,200,10,44,standard,62214.0
3lock_consumer,200,10,45,standard,68957.0
3lock_producer,200,10,45,standard,68055.0
3lock_consumer,200,10,46,standard,72082.0
3lock_producer,200,10,46,standard,66387.0
3lock_consumer,200,10,47,standard,68385.0
3lock_producer,200,10,47,standard,71114.0
3lock_consumer,200,10,48,standard,67014.0
3lock_producer,200,10,48,standard,68922.0
3lock_consumer,200,10,49,standard,67331.0
3lock_producer,200,10,49,standard,71604.0
3lock_consumer,200,10,50,standard,65122.0
3lock_producer,200,10,50,standard,64660.0
3lock_consumer,200,10,51,standard,65023.0
3lock_producer,200,10,51,standard,66865.0
3lock_consumer,200,10,52,standard,71820.0
3lock_producer,200,10,52,standard,70663.0
3lock_consumer,200,10,53,standard,67529.0
3lock_producer,200,10,53,standard,66365.0
3lock_consumer,200,10,54,standard,73937.0
3lock_producer,200,10,54,standard,70094.0
3lock_consumer,200,10,55,standard,70737.0
3lock_producer,200,10,55,standard,67829.0
3lock_consumer,200,10,56,standard,71000.0
3lock_producer,200,10,56,standard,65771.0
3lock_consumer,200,10,57,standard,70879.0
3lock_producer,200,10,57,standard,66966.0
3lock_consumer,200,10,58,standard,72298.0
3lock_producer,200,10,58,standard,67220.0
3lock_consumer,200,10,59,standard,68053.0
3lock_producer,200,10,59,standard,68716.0
3lock_consumer,200,10,60,standard,66799.0
3lock_producer,200,10,60,standard,68352.0
3lock_consumer,200,10,61,standard,67654.0
3lock_producer,200,10,61,standard,69569.0
3lock_consumer,200,10,62,standard,68399.0
3lock_producer,200,10,62,standard,67372.0
3lock_consumer,200,10,63,standard,69689.0
3lock_producer,200,10,63,standard,69867.0
3lock_consumer,200,10,64,standard,67499.0
3lock_producer,200,10,64,standard,67060.0
3lock_consumer,200,10,65,standard,66000.0
3lock_producer,200,10,65,standard,68559.0
3lock_consumer,200,10,66,standard,70882.0
3lock_producer,200,10,66,standard,71512.0
3lock_consumer,200,10,67,standard,69522.0
3lock_producer,200,10,67,standard,67969.0
3lock_consumer,200,10,68,standard,69050.0
3lock_producer,200,10,68,standard,72845.0
3lock_consumer,200,10,69,standard,70346.0
3lock_producer,200,10,69,standard,71550.0
3lock_consumer,200,10,70,standard,66456.0
3lock_producer,200,10,70,standard,74699.0
3lock_consumer,200,10,71,standard,74531.0
3lock_producer,200,10,71,standard,75102.0
3lock_consumer,200,10,72,standard,69565.0
3lock_producer,200,10,72,standard,73234.0
3lock_consumer,200,10,73,standard,67253.0
3lock_producer,200,10,73,standard,66186.0
3lock_consumer,200,10,74,standard,71350.0
3lock_producer,200,10,74,standard,67865.0
3lock_consumer,200,10,75,standard,71160.0
3lock_producer,200,10,75,standard,66369.0
3lock_consumer,200,10,76,standard,66993.0
3lock_producer,200,10,76,standard,70482.0
3lock_consumer,200,10,77,standard,72619.0
3lock_producer,200,10,77,standard,75137.0
3lock_consumer,200,10,78,standard,75804.0
3lock_producer,200,10,78,standard,73607.0
3lock_consumer,200,10,79,standard,77289.0
3lock_producer,200,10,79,standard,64920.0
3lock_consumer,200,10,80,standard,70164.0
3lock_producer,200,10,80,standard,69947.0
3lock_consumer,200,10,81,standard,69262.0
3lock_producer,200,10,81,standard,68511.0
3lock_consumer,200,10,82,standard,73374.0
3lock_producer,200,10,82,standard,71051.0
3lock_consumer,200,10,83,standard,69646.0
3lock_producer,200,10,83,standard,76909.0
3lock_consumer,200,10,84,standard,70145.0
3lock_producer,200,10,84,standard,68312.0
3lock_consumer,200,10,85,standard,70403.0
3lock_producer,200,10,85,standard,72513.0
3lock_consumer,200,10,86,standard,71350.0
3lock_producer,200,10,86,standard,72787.0
3lock_consumer,200,10,87,standard,69348.0
3lock_producer,200,10,87,standard,70571.0
3lock_consumer,200,10,88,standard,72665.0
3lock_producer,200,10,88,standard,71681.0
3lock_consumer,200,10,89,standard,70728.0
3lock_producer,200,10,89,standard,74681.0
3lock_consumer,200,10,90,standard,69937.0
3lock_producer,200,10,90,standard,71538.0
3lock_consumer,200,10,91,standard,72017.0
3lock_producer,200,10,91,standard,72269.0
3lock_consumer,200,10,92,standard,70133.0
3lock_producer,200,10,92,standard,70055.0
3lock_consumer,200,10,93,standard,73136.0
3lock_producer,200,10,93,standard,72312.0
3lock_consumer,200,10,94,standard,67831.0
3lock_producer,200,10,94,standard,71789.0
3lock_consumer,200,10,95,standard,69978.0
3lock_producer,200,10,95,standard,71614.0
3lock_consumer,200,10,96,standard,74625.0
3lock_producer,200,10,96,standard,70027.0
3lock_consumer,200,10,97,standard,74667.0
3lock_producer,200,10,97,standard,72637.0
3lock_consumer,200,10,98,standard,70412.0
3lock_producer,200,10,98,standard,73552.0
3lock_consumer,200,10,99,standard,70564.0
3lock_producer,200,10,99,standard,66636.0
3lock_consumer,200,10,100,standard,68775.0
3lock_producer,200,10,100,standard,73462.0
3lock_consumer,200,10,101,standard,68749.0
3lock_producer,200,10,101,standard,72310.0
3lock_consumer,200,10,102,standard,75802.0
3lock_producer,200,10,102,standard,70463.0
3lock_consumer,200,10,103,standard,74001.0
3lock_producer,200,10,103,standard,72848.0
3lock_consumer,200,10,104,standard,73853.0
3lock_producer,200,10,104,standard,76442.0
3lock_consumer,200,10,105,standard,71239.0
3lock_producer,200,10,105,standard,72655.0
3lock_consumer,200,10,106,standard,72432.0
3lock_producer,200,10,106,standard,72540.0
3lock_consumer,200,10,107,standard,69931.0
3lock_producer,200,10,107,standard,71216.0
3lock_consumer,200,10,108,standard,69888.0
3lock_producer,200,10,108,standard,73855.0
3lock_consumer,200,10,109,standard,65316.0
3lock_producer,200,10,109,standard,70505.0
3lock_consumer,200,10,110,standard,73056.0
3lock_producer,200,10,110,standard,68798.0
3lock_consumer,200,10,111,standard,72196.0
3lock_producer,200,10,111,standard,71991.0
3lock_consumer,200,10,112,standard,71505.0
3lock_producer,200,10,112,standard,74732.0
3lock_consumer,200,10,113,standard,72747.0
3lock_producer,200,10,113,standard,73063.0
3lock_consumer,200,10,114,standard,74781.0
3lock_producer,200,10,114,standard,69342.0
3lock_consumer,200,10,115,standard,73270.0
3lock_producer,200,10,115,standard,76115.0
3lock_consumer,200,10,116,standard,72027.0
3lock_producer,200,10,116,standard,75973.0
3lock_consumer,200,10,117,standard,68426.0
3lock_producer,200,10,117,standard,76862.0
3lock_consumer,200,10,118,standard,72793.0
3lock_producer,200,10,118,standard,73874.0
3lock_consumer,200,10,119,standard,75318.0
3lock_producer,200,10,119,standard,77771.0
3lock_consumer,200,10,120,standard,71140.0
3lock_producer,200,10,120,standard,72818.0
3lock_consumer,200,10,121,standard,76826.0
3lock_producer,200,10,121,standard,72421.0
3lock_consumer,200,10,122,standard,69357.0
3lock_producer,200,10,122,standard,73821.0
3lock_consumer,200,10,123,standard,74064.0
3lock_producer,200,10,123,standard,73056.0
3lock_consumer,200,10,124,standard,78354.0
3lock_producer,200,10,124,standard,75619.0
3lock_consumer,200,10,125,standard,75043.0
3lock_producer,200,10,125,standard,75669.0
3lock_consumer,200,10,126,standard,79728.0
3lock_producer,200,10,126,standard,74096.0
3lock_consumer,200,10,127,standard,69977.0
3lock_producer,200,10,127,standard,72822.0
3lock_consumer,200,10,128,standard,75071.0
3lock_producer,200,10,128,standard,73959.0
3lock_consumer,200,10,129,standard,76524.0
3lock_producer,200,10,129,standard,76246.0
3lock_consumer,200,10,130,standard,73750.0
3lock_producer,200,10,130,standard,71548.0
3lock_consumer,200,10,131,standard,78751.0
3lock_producer,200,10,131,standard,76465.0
3lock_consumer,200,10,132,standard,72762.0
3lock_producer,200,10,132,standard,73100.0
3lock_consumer,200,10,133,standard,73815.0
3lock_producer,200,10,133,standard,78827.0
3lock_consumer,200,10,134,standard,70428.0
3lock_producer,200,10,134,standard,74920.0
3lock_consumer,200,10,135,standard,74386.0
3lock_producer,200,10,135,standard,78810.0
3lock_consumer,200,10,136,standard,76955.0
3lock_producer,200,10,136,standard,71668.0
3lock_consumer,200,10,137,standard,74583.0
3lock_producer,200,10,137,standard,75462.0
3lock_consumer,200,10,138,standard,74394.0
3lock_producer,200,10,138,standard,76981.0
3lock_consumer,200,10,139,standard,74857.0
3lock_producer,200,10,139,standard,80059.0
3lock_consumer,200,10,140,standard,74124.0
3lock_producer,200,10,140,standard,76645.0
3lock_consumer,200,10,141,standard,74193.0
3lock_producer,200,10,141,standard,73843.0
3lock_consumer,200,10,142,standard,77545.0
3lock_producer,200,10,142,standard,76934.0
3lock_consumer,200,10,143,standard,69593.0
3lock_producer,200,10,143,standard,76770.0
3lock_consumer,200,10,144,standard,78329.0
3lock_producer,200,10,144,standard,75176.0
3lock_consumer,200,10,145,standard,79088.0
3lock_producer,200,10,145,standard,74243.0
3lock_consumer,200,10,146,standard,72732.0
3lock_producer,200,10,146,standard,79443.0
3lock_consumer,200,10,147,standard,75058.0
3lock_producer,200,10,147,standard,74065.0
3lock_consumer,200,10,148,standard,75361.0
3lock_producer,200,10,148,standard,73507.0
3lock_consumer,200,10,149,standard,75130.0
3lock_producer,200,10,149,standard,78507.0
3lock_consumer,200,10,150,standard,74061.0
3lock_producer,200,10,150,standard,79193.0
3lock_consumer,200,10,151,standard,73623.0
3lock_producer,200,10,151,standard,78375.0
3lock_consumer,200,10,152,standard,76694.0
3lock_producer,200,10,152,standard,74628.0
3lock_consumer,200,10,153,standard,79123.0
3lock_producer,200,10,153,standard,72542.0
3lock_consumer,200,10,154,standard,76787.0
3lock_producer,200,10,154,standard,73452.0
3lock_consumer,200,10,155,standard,76049.0
3lock_producer,200,10,155,standard,75887.0
3lock_consumer,200,10,156,standard,78644.0
3lock_producer,200,10,156,standard,73580.0
3lock_consumer,200,10,157,standard,78983.0
3lock_producer,200,10,157,standard,73374.0
3lock_consumer,200,10,158,standard,77165.0
3lock_producer,200,10,158,standard,74341.0
3lock_consumer,200,10,159,standard,83504.0
3lock_producer,200,10,159,standard,76187.0
3lock_consumer,200,10,160,standard,78772.0
3lock_producer,200,10,160,standard,71584.0
3lock_consumer,200,10,161,standard,76194.0
3lock_producer,200,10,161,standard,76475.0
3lock_consumer,200,10,162,standard,79926.0
3lock_producer,200,10,162,standard,78456.0
3lock_consumer,200,10,163,standard,77375.0
3lock_producer,200,10,163,standard,74471.0
3lock_consumer,200,10,164,standard,74839.0
3lock_producer,200,10,164,standard,77609.0
3lock_consumer,200,10,165,standard,74811.0
3lock_producer,200,10,165,standard,77387.0
3lock_consumer,200,10,166,standard,76231.0
3lock_producer,200,10,166,standard,73171.0
3lock_consumer,200,10,167,standard,78426.0
3lock_producer,200,10,167,standard,78666.0
3lock_consumer,200,10,168,standard,77302.0
3lock_producer,200,10,168,standard,77898.0
3lock_consumer,200,10,169,standard,71676.0
3lock_producer,200,10,169,standard,75812.0
3lock_consumer,200,10,170,standard,77647.0
3lock_producer,200,10,170,standard,76802.0
3lock_consumer,200,10,171,standard,73350.0
3lock_producer,200,10,171,standard,76073.0
3lock_consumer,200,10,172,standard,80364.0
3lock_producer,200,10,172,standard,74777.0
3lock_consumer,200,10,173,standard,82365.0
3lock_producer,200,10,173,standard,74150.0
3lock_consumer,200,10,174,standard,74347.0
3lock_producer,200,10,174,standard,70970.0
3lock_consumer,200,10,175,standard,75325.0
3lock_producer,200,10,175,standard,76522.0
3lock_consumer,200,10,176,standard,78755.0
3lock_producer,200,10,176,standard,79296.0
3lock_consumer,200,10,177,standard,77051.0
3lock_producer,200,10,177,standard,76041.0
3lock_consumer,200,10,178,standard,76873.0
3lock_producer,200,10,178,standard,76778.0
3lock_consumer,200,10,179,standard,74411.0
3lock_producer,200,10,179,standard,81638.0
3lock_consumer,200,10,180,standard,79431.0
3lock_producer,200,10,180,standard,72922.0
3lock_consumer,200,10,181,standard,76053.0
3lock_producer,200,10,181,standard,76745.0
3lock_consumer,200,10,182,standard,78131.0
3lock_producer,200,10,182,standard,75866.0
3lock_consumer,200,10,183,standard,73021.0
3lock_producer,200,10,183,standard,79299.0
3lock_consumer,200,10,184,standard,81258.0
3lock_producer,200,10,184,standard,78644.0
3lock_consumer,200,10,185,standard,73584.0
3lock_producer,200,10,185,standard,76348.0
3lock_consumer,200,10,186,standard,78259.0
3lock_producer,200,10,186,standard,75756.0
3lock_consumer,200,10,187,standard,84696.0
3lock_producer,200,10,187,standard,78771.0
3lock_consumer,200,10,188,standard,79142.0
3lock_producer,200,10,188,standard,74218.0
3lock_consumer,200,10,189,standard,84126.0
3lock_producer,200,10,189,standard,78927.0
3lock_consumer,200,10,190,standard,77180.0
3lock_producer,200,10,190,standard,78993.0
3lock_consumer,200,10,191,standard,79576.0
3lock_producer,200,10,191,standard,81655.0
3lock_consumer,200,10,192,standard,73761.0
3lock_producer,200,10,192,standard,77923.0
3lock_consumer,200,10,193,standard,81911.0
3lock_producer,200,10,193,standard,73444.0
3lock_consumer,200,10,194,standard,77203.0
3lock_producer,200,10,194,standard,78125.0
3lock_consumer,200,10,195,standard,77319.0
3lock_producer,200,10,195,standard,72521.0
3lock_consumer,200,10,196,standard,78351.0
3lock_producer,200,10,196,standard,79937.0
3lock_consumer,200,10,197,standard,80090.0
3lock_producer,200,10,197,standard,76323.0
3lock_consumer,200,10,198,standard,74556.0
3lock_producer,200,10,198,standard,78411.0
3lock_consumer,200,10,199,standard,80018.0
3lock_producer,200,10,199,standard,78476.0
2cond_consumer,200,10,1,standard,1315.0
2cond_producer,200,10,1,standard,1731.0
2cond_consumer,200,10,2,standard,2307.0
2cond_producer,200,10,2,standard,2466.0
2cond_consumer,200,10,3,standard,4349.0
2cond_producer,200,10,3,standard,3317.0
2cond_consumer,200,10,4,standard,4872.0
2cond_producer,200,10,4,standard,5092.0
2cond_consumer,200,10,5,standard,7478.0
2cond_producer,200,10,5,standard,6164.0
2cond_consumer,200,10,6,standard,6733.0
2cond_producer,200,10,6,standard,9323.0
2cond_consumer,200,10,7,standard,8179.0
2cond_producer,200,10,7,standard,8486.0
2cond_consumer,200,10,8,standard,9041.0
2cond_producer,200,10,8,standard,10249.0
2cond_consumer,200,10,9,standard,9299.0
2cond_producer,200,10,9,standard,11506.0
2cond_consumer,200,10,10,standard,13105.0
2cond_producer,200,10,10,standard,11886.0
2cond_consumer,200,10,11,standard,13714.0
2cond_producer,200,10,11,standard,12900.0
2cond_consumer,200,10,12,standard,14118.0
2cond_producer,200,10,12,standard,14531.0
2cond_consumer,200,10,13,standard,15696.0
2cond_producer,200,10,13,standard,16782.0
2cond_consumer,200,10,14,standard,16684.0
2cond_producer,200,10,14,standard,16528.0
2cond_consumer,200,10,15,standard,19310.0
2cond_producer,200,10,15,standard,20311.0
2cond_consumer,200,10,16,standard,19324.0
2cond_producer,200,10,16,standard,20642.0
2cond_consumer,200,10,17,standard,21230.0
2cond_producer,200,10,17,standard,22860.0
2cond_consumer,200,10,18,standard,21349.0
2cond_producer,200,10,18,standard,21440.0
2cond_consumer,200,10,19,standard,22818.0
2cond_producer,200,10,19,standard,21538.0
2cond_consumer,200,10,20,standard,24192.0
2cond_producer,200,10,20,standard,23794.0
2cond_consumer,200,10,21,standard,25386.0
2cond_producer,200,10,21,standard,26283.0
2cond_consumer,200,10,22,standard,25436.0
